Make,Model,Year of manufacture,Body,Doors,Seats,Colour,Engine size,Price,Mileage,Fuel type,Fuel economy,Transmission,Horse power,Owners,Extraction time
Ford,Transit Custom 2.0 300 EcoBlue Trend L1 H1 EU6,2019,n/a,n/a,5,Grey,2.0,"£21,995 ","16,453 ",n/a, 45.6 ,Manual,104 ,1,16-11-2021
Vauxhall,Vivaro 1.6 CDTi 2900 Sportive L2 H1 EU6 5dr,2018,n/a,n/a,3,Silver,1.6,"£18,750 ","9,587 ",n/a, 42.2 ,Manual,120 ,1,16-11-2021
Citroen,Berlingo 1.5 BlueHDi 650 Enterprise M SWB EU6,2020,n/a,n/a,5,White,1.5,"£15,495 ","19,765 ",n/a, 53.3 ,Manual,75 ,1,16-11-2021
BMW,4 Series 2.0 420D M SPORT 2d 188 BHP,2017,Coupe,2,4,Blue,2.0,"£21,995","25,000 ",n/a, 65.7 ,Automatic,188 ,5,16-11-2021
Ford,Focus 1.0 EcoBoost 125 ST-Line X 5dr Navigation - Full Service History,2019,Hatchback,5,5,Blue,1.0,"£19,100","20,134 ",Petrol, 46.3 ,Manual,125 ,1,16-11-2021
Volkswagen,Golf 1.0 TSI 115 Match 5dr Navigation,2019,Hatchback,5,5,White,1.0,"£17,499","15,959 ",Petrol, 49.6 ,Manual,113 ,1,16-11-2021
Volkswagen,Golf 1.6 TDI 115 Match 5dr DSG - Navigation,2019,Hatchback,5,5,Grey,1.6,"£18,499","19,401 ",n/a, 54.3 ,Automatic,114 ,1,16-11-2021
Volvo,V40 1.5 T3 152 R DESIGN Pro 5dr Auto - Navigation - Full Service History,2018,Hatchback,5,5,Black,1.5,"£18,999","26,422 ",Petrol, 37.2 ,Automatic,150 ,1,16-11-2021
Ford,Transit Custom 2.0 300 EcoBlue Trend L1 H1 EU6 5dr,2018,n/a,n/a,3,White,2.0,"£20,995 ","21,645 ",n/a, 45.6 ,Manual,103 ,1,16-11-2021
Ford,Transit Courier 1.5 TDCi Trend L1 EU6 5dr,2019,n/a,n/a,9,White,1.5,"£14,495 ","10,531 ",n/a, 39.2 ,Manual,74 ,1,16-11-2021
Vauxhall,Vivaro 1.6 CDTi 2900 Sportive L2 H1 EU6 5dr,2018,n/a,n/a,3,White,1.6,"£16,995 ","28,341 ",n/a, 42.2 ,Manual,120 ,1,16-11-2021
Volkswagen,Caddy 2.0 TDI C20+ BlueMotion Tech Startline,2019,n/a,n/a,2,Silver,2.0,"£13,995 ","39,455 ",n/a, 60.1 ,Manual,74 ,1,16-11-2021
Vauxhall,Vivaro 1.5 Turbo D 2900 Sportive L2 H1 EU6,2019,n/a,n/a,n/a,White,1.5,"£20,995 ","9,847 ",n/a, 38.2 ,Manual,101 ,1,16-11-2021
Ford,Transit Courier 1.0 EcoBoost Trend L1 EU6 5dr,2020,n/a,n/a,2,Silver,1.0,"£17,495 ","6,100 ",Petrol, 53.3 ,Manual,99 ,1,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr Navigation,2018,Hatchback,5,5,Black,1.1,"£10,399","34,783 ",Petrol, 48.7 ,Manual,84 ,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 140 ST-Line 5dr Navigation - Full Service History,2018,Hatchback,5,5,Red,1.0,"£16,999","15,819 ",Petrol, 54.3 ,Manual,138 ,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 125 ST-Line 5dr Navigation - Full Service History,2018,Hatchback,5,5,Red,1.0,"£16,350","15,663 ",Petrol, 54.3 ,Manual,123 ,1,16-11-2021
Mazda,Mazda2 1.5 [90] GT Sport Nav+ 5dr - 1 Owner From New,2018,Hatchback,5,5,Blue,1.5,"£12,999","22,381 ",Petrol, 49.6 ,Manual,89 ,1,16-11-2021
Ford,Focus 1.0 EcoBoost 125 Active X Vignale 5dr Auto - Navigation,2020,Hatchback,n/a,n/a,Grey,1.0,"£26,299","5,396 ",Petrol,n/a,Automatic,n/a,1,16-11-2021
Audi,A3 1.4 TFSI 150 e-tron 5dr S Tronic - Navigation - Full Service History,2018,Hatchback,5,5,Grey,1.4,"£17,949","64,394 ",Hybrid, 166.2 ,Automatic,201 ,1,16-11-2021
Ford,Focus 1.0 EcoBoost 125 Titanium X 5dr Navigation - 1 Owner From New,2019,Hatchback,5,5,Black,1.0,"£17,899","17,546 ",Petrol, 48.7 ,Manual,123 ,1,16-11-2021
Ford,Fiesta 1.5 TDCi 85 Zetec 5dr Navigation - Full Service History,2019,Hatchback,n/a,n/a,Blue,1.5,"£12,799","22,159 ",n/a,n/a,Manual,n/a,1,16-11-2021
Audi,A3 1.6 TDI 110 Sport 5dr Navigation,2016,Hatchback,5,5,Black,1.6,"£14,999","23,959 ",n/a, 70.6 ,Manual,108 ,1,16-11-2021
Vauxhall,Insignia Grand Sport 1.6 Turbo D ecoTec 136 Design 5dr Navigation - Full Service History,2018,Hatchback,5,5,Brown,1.6,"£12,499","57,430 ",n/a, 65.7 ,Manual,134 ,1,16-11-2021
Mercedes-Benz,CLA 1.6 CLA 180 AMG LINE 4d 121 BHP,2017,Coupe,4,5,White,1.6,"£22,995","46,000 ",Petrol, 53.3 ,Automatic,121 ,1,16-11-2021
Smart,forfour 1.0 PASSION PREMIUM 5d 71 BHP,2015,Hatchback,5,4,Yellow,1.0,"£6,995","43,000 ",Petrol, 67.3 ,Manual,71 ,1,16-11-2021
Mercedes-Benz,A-Class 2.0 A 250 4MATIC AMG PREMIUM 5d 215 BHP,2016,Hatchback,5,5,Black,2.0,"£23,395","38,000 ",Petrol, 42.8 ,Automatic,215 ,2,16-11-2021
Ford,Transit Custom 2.0 300 EcoBlue Trend L1 H1 EU6,2019,n/a,n/a,5,White,2.0,"£19,495 ","23,096 ",n/a, 45.6 ,Manual,104 ,1,16-11-2021
Ford,Transit Custom 2.0 300 EcoBlue Trend L1 H1 EU6,2020,n/a,n/a,5,Blue,2.0,"£23,995 ","12,449 ",n/a, 45.6 ,Manual,104 ,1,16-11-2021
Ford,Transit Custom 2.0 300 EcoBlue Trend L1 H1 EU6,2019,n/a,n/a,5,Blue,2.0,"£21,995 ","26,799 ",n/a, 45.6 ,Manual,104 ,1,16-11-2021
Ford,Transit Connect 1.5 200 EcoBlue Limited L1 EU6,2019,n/a,n/a,n/a,Blue,1.5,"£19,495 ","14,992 ",n/a, 34 ,Manual,118 ,2,16-11-2021
Fiat,500C 1.2 Pop 2dr - Convertible,2013,Convertible,3,4,White,1.2,"£5,299","43,622 ",Petrol, 55.4 ,Manual,69 ,2,16-11-2021
Ford,Fiesta 1.1 Trend 5dr Navigation - Full Service History,2019,Hatchback,5,5,Blue,1.1,"£14,249","7,566 ",Petrol, 48.7 ,Manual,84 ,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 125 ST-Line 5dr Navigation  - Full Service History,2019,Hatchback,5,5,Blue,1.0,"£16,999","8,707 ",Petrol, 47.9 ,Manual,123 ,1,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr Navigation - Full Service History,2018,Hatchback,5,5,Black,1.1,"£11,499","27,103 ",Petrol, 48.7 ,Manual,84 ,1,16-11-2021
Ford,Focus 1.0 EcoBoost 125 Titanium 5dr Navigation - Full Service History,2020,Hatchback,5,5,Black,1.0,"£17,749","15,870 ",Petrol, 49.6 ,Manual,123 ,1,16-11-2021
Skoda,Fabia 1.0 TSI 110 SE L 5dr DSG - Navigation,2019,Hatchback,5,5,Red,1.0,"£14,499","8,493 ",Petrol, 47.9 ,Automatic,109 ,2,16-11-2021
Ford,Focus 1.0 EcoBoost 125 ST-Line 5dr Navigation - Full Service History,2019,Hatchback,5,5,Black,1.0,"£17,299","27,103 ",Petrol, 48.7 ,Manual,123 ,1,16-11-2021
Ford,Transit Custom 2.0 TDCi 270 Trend L1 H2 5dr,2017,n/a,n/a,3,White,2.0,"£16,995 ","20,717 ",n/a, 44.1 ,Manual,103 ,1,16-11-2021
Ford,Transit Custom 2.0 TDCi 270 Limited L1 H2 5dr,2017,n/a,n/a,3,White,2.0,"£19,995 ","31,144 ",n/a, 44.1 ,Manual,129 ,2,16-11-2021
Ford,Transit Custom 2.0 300 EcoBlue Trend L1 H1 EU6,2020,n/a,n/a,5,White,2.0,"£23,995 ","9,816 ",n/a, 45.6 ,Manual,104 ,1,16-11-2021
Ford,Mustang 5.0 GT 2d 410 BHP,2015,Coupe,2,4,Red,5.0,"£34,295","28,000 ",Petrol, 20.9 ,Manual,410 ,4,16-11-2021
Ford,EcoSport 1.0 EcoBoost 125 Titanium 5dr Navigation - Full Service History,2020,Hatchback,5,5,White,1.0,"£17,999","8,012 ",Petrol, 43.5 ,Manual,123 ,1,16-11-2021
Toyota,AYGO 1.0 VVT-i 72 X-Play 5dr - Full Service History,2019,Hatchback,5,4,Red,1.0,"£9,499","6,776 ",Petrol, 68.9 ,Manual,69 ,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 100 ST-Line 5dr Navigation - 1 Owner From New,2019,Hatchback,5,5,Silver,1.0,"£16,999","12,663 ",Petrol, 43.5 ,Manual,99 ,1,16-11-2021
BMW,X1 2.0 XDRIVE20D SPORT 5d 188 BHP,2018,Estate,5,5,Orange,2.0,"£20,495","58,920 ",n/a, 60.1 ,Automatic,187 ,2,16-11-2021
Volkswagen,Caddy 2.0 TDI C20 Startline EU6,2018,n/a,n/a,2,White,2.0,"£14,495 ","28,125 ",n/a, 60.1 ,Manual,101 ,2,16-11-2021
Volkswagen,Caddy Maxi 2.0 TDI C20 BlueMotion Tech Kombi Crew Van,2019,n/a,n/a,5,Silver,2.0,"£22,995 ","15,797 ",n/a, 57.7 ,Manual,101 ,1,16-11-2021
Ford,Puma 1.0 EcoBoost 125 Titanium 5dr Navigation - 1 Owner From New,2020,Hatchback,5,5,Grey,1.0,"£21,999","5,365 ",Petrol, 48.7 ,Manual,123 ,1,16-11-2021
Nissan,Qashqai DCI ACENTA,2018,Hatchback,5,5,Black,1.5,"£16,999","41,921 ",n/a, 74.3 ,Manual,108 ,1,16-11-2021
BMW,1 Series 116D ED PLUS,2016,Hatchback,5,5,Silver,1.5,"£12,050","47,896 ",n/a, 83.1 ,Manual,114 ,1,16-11-2021
Vauxhall,Astra DESIGN CDTI ECOTEC S/S,2017,Estate,5,5,Silver,1.6,"£8,999","50,523 ",n/a, 83.1 ,Manual,108 ,2,16-11-2021
Nissan,Qashqai N-CONNECTA DIG-T,2018,Hatchback,5,5,Black,1.2,"£17,299","35,852 ",Petrol, 50.4 ,Manual,113 ,1,16-11-2021
Ford,Focus ZETEC EDITION,2017,Hatchback,5,5,Silver,1.0,"£12,199","19,149 ",Petrol, 60.1 ,Manual,123 ,1,16-11-2021
Audi,A1 SPORTBACK TFSI S LINE,2015,Hatchback,5,5,Black,1.4,"£14,999","30,945 ",Petrol, 55.4 ,Manual,123 ,2,16-11-2021
Nissan,Juke BOSE PERSONAL EDITION,2019,Hatchback,5,5,Silver,1.6,"£13,299","36,107 ",Petrol, 34.5 ,Manual,111 ,1,16-11-2021
Audi,A4 Avant AVANT TDI ULTRA SPORT,2016,Estate,5,5,Black,2.0,"£17,999","59,805 ",n/a, 68.9 ,Automatic,188 ,2,16-11-2021
Ford,Mustang GT,2018,Coupe,2,4,Yellow,5.0,"£37,999","18,393 ",Petrol, 23.5 ,Automatic,410 ,2,16-11-2021
Land Rover,Range Rover Evoque TD4 SE TECH,2015,Hatchback,5,5,White,2.0,"£21,499","51,941 ",n/a, 58.9 ,Manual,178 ,3,16-11-2021
Honda,Civic I-VTEC SR,2016,Hatchback,5,5,Red,1.8,"£12,799","25,682 ",Petrol, 46.3 ,Manual,140 ,2,16-11-2021
Ford,Kuga ST-LINE TDCI,2018,Hatchback,5,5,Silver,2.0,"£21,499","16,064 ",n/a, 38.2 ,Manual,148 ,1,16-11-2021
Ford,Fiesta ZETEC,2018,Hatchback,5,5,Black,1.1,"£11,399","23,882 ",Petrol, 48.7 ,Manual,84 ,1,16-11-2021
Mercedes-Benz,A-Class A 180 D SPORT EDITION,2018,Hatchback,5,5,White,1.5,"£15,499","54,424 ",n/a, 72.4 ,Manual,107 ,1,16-11-2021
Vauxhall,Astra DESIGN CDTI ECOFLEX S/S,2017,Estate,5,5,Silver,1.6,"£7,499","85,082 ",n/a, 83.1 ,Manual,108 ,1,16-11-2021
Volkswagen,Transporter T28 TDI P/V HIGHLINE,2020,n/a,n/a,5,White,2.0,"£24,999 ","27,875 ",n/a, 37.7 ,Manual,108 ,1,16-11-2021
Ford,Kuga TITANIUM,2018,Hatchback,5,5,Blue,1.5,"£18,599","24,744 ",Petrol, 45.6 ,Manual,148 ,1,16-11-2021
BMW,2 Series 225XE SPORT PREMIUM ACTIVE TOURER,2018,Hatchback,5,5,Blue,1.5,"£20,000","46,040 ",Hybrid, 113 ,Automatic,221 ,2,16-11-2021
Ford,Fiesta 1.0 Ecoboost 125 ST-Line 5dr - 1 Owner From New,2019,Hatchback,5,5,Blue,1.0,"£15,099","17,438 ",Petrol, 47.9 ,Manual,123 ,1,16-11-2021
Ford,Fiesta ACTIVE B AND O PLAY,2020,Hatchback,5,5,Grey,1.0,"£16,700","10,042 ",Petrol, 47.1 ,Manual,99 ,2,16-11-2021
Volkswagen,Transporter T30 TDI P/V STARTLINE BMT,2018,n/a,n/a,3,Grey,2.0,"£22,999 ","34,457 ",n/a, 47.9 ,Manual,101 ,2,16-11-2021
Audi,A3 SPORTBACK E-TRON,2018,Hatchback,5,5,Black,1.4,"£17,299","76,410 ",Hybrid, 166.2 ,Automatic,201 ,1,16-11-2021
BMW,X1 XDRIVE20D M SPORT,2017,Estate,5,5,Black,2.0,"£21,899","78,702 ",n/a, 57.7 ,Automatic,188 ,1,16-11-2021
Ford,Fiesta ZETEC,2018,Hatchback,5,5,Grey,1.0,"£11,400","23,980 ",Petrol, 65.7 ,Manual,99 ,1,16-11-2021
BMW,1 Series 116D ED PLUS,2016,Hatchback,5,5,Silver,1.5,"£10,799","64,000 ",n/a, 83.1 ,Manual,114 ,1,16-11-2021
Ford,Fiesta 1.1 Zetec Navigation 5dr,2019,Hatchback,5,5,Black,1.1,"£12,499","9,774 ",Petrol, 48.7 ,Manual,84 ,1,16-11-2021
Ford,Fiesta 1.5 TDCi 75 Zetec 5dr - 1 Owner From New,2017,Hatchback,5,5,Brown,1.5,"£7,799","53,203 ",n/a, 78.5 ,Manual,74 ,1,16-11-2021
Audi,A6 Saloon TDI ULTRA S LINE,2018,Saloon,4,5,Grey,2.0,"£21,499","49,365 ",n/a, 64.2 ,Automatic,188 ,1,16-11-2021
Mercedes-Benz,GLC-Class GLC 250 D 4MATIC AMG LINE PREMIUM,2018,Estate,5,5,Silver,2.1,"£34,799","30,476 ",n/a, 56.5 ,Automatic,201 ,2,16-11-2021
BMW,4 Series 420I M SPORT GRAN COUPE,2018,Coupe,4,5,Black,2.0,"£18,499","60,531 ",Petrol, 46.3 ,Manual,181 ,2,16-11-2021
Ford,Fiesta ZETEC,2019,Hatchback,5,5,Black,1.1,"£12,299","8,851 ",Petrol, 48.7 ,Manual,84 ,1,16-11-2021
Ford,Fiesta ZETEC TDCI,2018,Hatchback,5,5,Silver,1.5,"£11,099","51,743 ",n/a, 58.9 ,Manual,84 ,1,16-11-2021
Ford,Fiesta ZETEC,2017,Hatchback,5,5,Grey,1.0,"£8,999","38,749 ",Petrol, 65.7 ,Manual,99 ,1,16-11-2021
Ford,Focus RS,2017,Hatchback,5,5,Blue,2.3,"£35,999","8,572 ",Petrol, 36.7 ,Manual,345 ,2,16-11-2021
BMW,3 Series 330E M SPORT SHADOW EDITION,2018,n/a,n/a,n/a,n/a,n/a,"£25,499","21,137 ",Hybrid,n/a,Automatic,248 ,n/a,16-11-2021
Ford,Fiesta ZETEC,2019,Hatchback,5,5,Black,1.1,"£12,299","9,114 ",Petrol, 48.7 ,Manual,84 ,1,16-11-2021
Vauxhall,Astra DESIGN CDTI ECOTEC S/S,2018,Estate,5,5,Silver,1.6,"£7,235","99,448 ",n/a, 83.1 ,Manual,108 ,2,16-11-2021
Ford,EcoSport TITANIUM,2015,Hatchback,5,5,White,1.0,"£9,799","37,656 ",Petrol, 53.3 ,Manual,123 ,2,16-11-2021
BMW,4 Series 435D XDRIVE M SPORT,2015,Coupe,2,4,Red,3.0,"£20,799","44,669 ",n/a, 50.4 ,Automatic,308 ,3,16-11-2021
BMW,3 Series 330D M SPORT TOURING,2019,Estate,n/a,n/a,Grey,3.0,"£26,199","30,220 ",n/a,n/a,Automatic,n/a,1,16-11-2021
Volvo,V40 D2 R-DESIGN NAV PLUS,2017,Hatchback,5,5,Black,2.0,"£14,749","30,590 ",n/a, 78.5 ,Manual,118 ,2,16-11-2021
Ford,Fiesta 1.0 EcoBoost 100 Titanium X 3dr Navigation,2017,Hatchback,3,5,Black,1.0,"£12,799","22,742 ",Petrol, 65.7 ,Manual,99 ,2,16-11-2021
Mercedes-Benz,A-Class A 180 AMG LINE EXECUTIVE,2017,Hatchback,5,5,Black,1.6,"£18,799","30,740 ",Petrol, 49.6 ,Manual,121 ,1,16-11-2021
Land Rover,Range Rover Evoque TD4 HSE DYNAMIC,2017,Coupe,3,5,Black,2.0,"£26,799","54,927 ",n/a, 57.7 ,Automatic,178 ,1,16-11-2021
Kia,Sportage CRDI GT-LINE S ISG,2018,Estate,5,5,Red,1.6,"£25,999","19,814 ",n/a, 44.8 ,Automatic,134 ,1,16-11-2021
Mercedes-Benz,CLA CLA 220 D AMG LINE,2016,Coupe,4,5,White,2.1,"£24,599","34,786 ",n/a, 67.3 ,Automatic,174 ,4,16-11-2021
BMW,3 Series 330D M SPORT TOURING,2019,Estate,5,5,Black,3.0,"£28,999","21,110 ",n/a, 53.3 ,Automatic,255 ,1,16-11-2021
Ford,Focus ST-2 TDCI,2018,Hatchback,5,5,Blue,2.0,"£17,299","43,635 ",n/a, 67.3 ,Manual,182 ,1,16-11-2021
Ford,Mondeo TITANIUM EDITION ECONETIC TDCI,2018,Hatchback,5,5,Red,2.0,"£14,399","61,945 ",n/a, 52.3 ,Manual,148 ,1,16-11-2021
Mercedes-Benz,GLC-Class GLC 250 4MATIC AMG LINE PREMIUM PLUS,2018,Estate,5,5,Black,2.0,"£36,999","19,581 ",Petrol, 43.5 ,Automatic,208 ,1,16-11-2021
Ford,Puma SUV ST-LINE X FIRST EDITION,2020,Hatchback,5,5,Grey,1.0,"£23,999","18,328 ",Petrol, 50.4 ,Manual,123 ,1,16-11-2021
Nissan,Juke VISIA,2016,Hatchback,5,5,Red,1.6,"£7,799","36,876 ",Petrol, 47.1 ,Manual,93 ,2,16-11-2021
Kia,Soul CRDi Connect Plus,2014,Hatchback,5,5,Silver,1.6,"£8,995","34,673 ",n/a, 56.5 ,Manual,126 ,3,16-11-2021
Suzuki,Swift SZ3 DUALJET 5-Door,2017,Hatchback,5,5,White,1.2,"£6,495","42,000 ",Petrol, 65.7 ,Manual,88 ,2,16-11-2021
Citroen,C3 Picasso HDi Exclusive,2014,MPV,5,5,Red,1.6,"£6,995","24,831 ",n/a, 68.9 ,Manual,91 ,1,16-11-2021
Ford,Transit Custom TDCi 290,2016,n/a,n/a,3,White,2.2,"£13,495 ","35,073 ",n/a, 42.2 ,Manual,99 ,3,16-11-2021
Alfa,Romeo MiTo LUSSO MULTIAIR TB 3-Door,2011,Hatchback,3,4,Black,1.4,"£2,650","104,000 ",Petrol, 50.4 ,Manual,135 ,2,16-11-2021
Volkswagen,Jetta 2.0 TDI BlueMotion Tech SE DSG,2016,Saloon,4,5,Silver,2.0,"£8,500","69,500 ",n/a, 62.8 ,Automatic,148 ,1,16-11-2021
Fiat,500 1.2 Lounge 3dr,2010,Hatchback,3,4,White,1.2,"£3,400","61,800 ",Petrol, 55.4 ,Manual,69 ,3,16-11-2021
Suzuki,Celerio 1.0 SZ3 5dr,2015,Hatchback,5,5,White,1.0,"£4,500","69,800 ",Petrol, 65.7 ,Manual,67 ,2,16-11-2021
Seat,Leon 1.2 TSI SE Copa 5dr,2012,Hatchback,5,5,White,1.2,"£5,800","52,600 ",Petrol, 54.3 ,Manual,103 ,1,16-11-2021
Peugeot,Partner 1.6 HDi Professional L1 850 SWB 4dr,2013,n/a,n/a,3,White,1.6,"£5,500","107,900 ",n/a, 52.3 ,Manual,88 ,2,16-11-2021
Hyundai,i10 1.2 Active 5dr,2012,Hatchback,5,5,White,1.2,"£3,500","57,000 ",Petrol, 61.4 ,Manual,85 ,4,16-11-2021
Fiat,Qubo 1.3 Dynamic Dualogic 5dr,2010,MPV,5,5,Blue,1.2,"£6,000","49,000 ",n/a, 62.8 ,Automatic,75 ,3,16-11-2021
Renault,Clio 1.2 16V Dynamique MediaNav 5dr,2013,Hatchback,5,5,Red,1.1,"£5,000","82,300 ",Petrol, 51.4 ,Manual,75 ,3,16-11-2021
Ford,Focus SCTi Titanium X,2013,Hatchback,5,5,Blue,1.6,"£7,495","72,128 ",Petrol, 47.9 ,Manual,180 ,2,16-11-2021
Renault,Captur TCe ENERGY Dynamique S MediaNav,2015,Hatchback,5,5,Blue,0.9,"£9,995","43,000 ",Petrol, 56.5 ,Manual,90 ,3,16-11-2021
Honda,Civic i-VTEC SE Plus,2015,Hatchback,5,5,Silver,1.8,"£9,995","63,134 ",Petrol, 44.1 ,Automatic,140 ,4,16-11-2021
Kia,Sportage CRDi EcoDynamics 2,2014,Estate,5,5,Silver,1.7,"£10,995","41,500 ",n/a, 54.3 ,Manual,114 ,3,16-11-2021
BMW,5 Series 520d SE,2016,Saloon,4,5,White,2.0,"£16,495","50,704 ",n/a, 68.9 ,Automatic,188 ,2,16-11-2021
Ford,Transit Connect TDCi 200 Trend,2018,n/a,n/a,2,White,1.5,"£11,995 ","58,117 ",n/a, 58.9 ,Manual,99 ,1,16-11-2021
Fiat,500 8V Lounge,2016,Hatchback,3,4,Pink,1.2,"£7,495","45,240 ",Petrol, 60.1 ,Manual,69 ,3,16-11-2021
Mercedes-Benz,C-Class C300 AMG Line,2016,Coupe,2,4,Silver,2.0,"£24,495","58,259 ",Petrol, 42.8 ,Automatic,241 ,2,16-11-2021
Kia,Optima CRDi 3,2018,Estate,5,5,Silver,1.6,"£17,995","20,382 ",n/a, 51.4 ,Manual,134 ,2,16-11-2021
Ford,Focus TDCi ECOnetic Style,2016,Estate,5,5,Silver,1.5,"£9,995","48,900 ",n/a, 83.1 ,Manual,103 ,1,16-11-2021
Renault,Kadjar TCe Signature S Nav,2016,Hatchback,5,5,Black,1.2,"£15,495","33,538 ",Petrol, 48.7 ,Manual,130 ,2,16-11-2021
Ford,Focus ZETEC TDCI 5-Door,2011,Hatchback,5,5,Silver,1.6,"£3,195","87,000 ",n/a, 62.8 ,Manual,109 ,4,16-11-2021
Vauxhall,Mokka i Turbo Exclusiv,2015,Hatchback,5,5,Black,1.4,"£10,495","26,378 ",Petrol, 44.8 ,Manual,138 ,2,16-11-2021
Citroen,C4 1.6 HDi Exclusive EGS 5dr,2010,Hatchback,5,5,Black,1.6,"£3,500","77,300 ",n/a, 62.8 ,Automatic,107 ,4,16-11-2021
Skoda,Fabia TSI Colour Edition,2018,Hatchback,5,5,Blue,1.0,"£10,995","19,447 ",Petrol, 64.2 ,Manual,94 ,1,16-11-2021
Ford,Focus TDCi Zetec Edition,2017,Hatchback,5,5,Blue,1.5,"£10,495","49,622 ",n/a, 74.3 ,Manual,118 ,1,16-11-2021
Fiat,Tipo MultiJetII Lounge,2018,Estate,5,5,Red,1.6,"£9,495","58,011 ",n/a, 76.4 ,Manual,118 ,1,16-11-2021
Vauxhall,Astra GTC Gtc Limited Edition Cdti S/S,2014,Coupe,3,5,White,2.0,"£7,995","65,151 ",n/a, 57.7 ,Manual,162 ,3,16-11-2021
Peugeot,Partner BlueHDi Active,2016,MPV,5,5,Blue,1.6,"£10,995","31,150 ",n/a, 65.7 ,Automatic,100 ,3,16-11-2021
Vauxhall,Meriva SE 5-Door,2012,MPV,5,5,Blue,1.4,"£2,495","109,000 ",Petrol, 46.3 ,Manual,99 ,6,16-11-2021
Renault,Kadjar dCi Dynamique Nav,2016,Hatchback,5,5,Red,1.5,"£13,995","23,281 ",n/a, 74.3 ,Manual,109 ,2,16-11-2021
Nissan,Pulsar DIG-T N-Connecta,2016,Hatchback,5,5,White,1.2,"£8,995","56,575 ",Petrol, 54.3 ,Manual,115 ,2,16-11-2021
Seat,Arona TDI SE Technology Lux,2018,Hatchback,5,5,White,1.6,"£13,995","42,530 ",n/a, 68.9 ,Manual,114 ,1,16-11-2021
Toyota,AYGO VVT-I ICE 3-Door,2011,Hatchback,3,4,Silver,1.0,"£2,995","95,000 ",Petrol, 61.4 ,Manual,68 ,2,16-11-2021
Infiniti,Q30 d Premium,2017,Hatchback,5,5,Grey,1.5,"£13,995","23,585 ",n/a, 68.9 ,Manual,107 ,2,16-11-2021
Hyundai,i20 Classic,2013,Hatchback,3,5,White,1.2,"£4,495","45,613 ",Petrol, 57.7 ,Manual,84 ,4,16-11-2021
Skoda,Octavia TSI vRS,2018,Hatchback,5,5,Green,2.0,"£19,995","31,942 ",Petrol, 42.8 ,Automatic,227 ,1,16-11-2021
Mercedes-Benz,CLA CLA220 CDI AMG Sport,2015,Coupe,4,5,Red,2.1,"£17,995","63,140 ",n/a, 62.8 ,Automatic,170 ,2,16-11-2021
Fiat,Tipo MultiJetII Lounge,2018,Estate,5,5,Grey,1.6,"£9,995","50,864 ",n/a, 76.4 ,Manual,118 ,1,16-11-2021
Ford,Fiesta 1.4 TDCi Edge 5dr,2010,Hatchback,5,5,Blue,1.4,"£3,000","114,000 ",n/a, 67.3 ,Manual,67 ,2,16-11-2021
Ford,Transit Custom 300 EcoBlue Trend,2019,n/a,n/a,5,White,2.0,"£20,995 ","36,806 ",n/a, 42.2 ,Manual,104 ,1,16-11-2021
Toyota,Auris D-4D Active,2014,Hatchback,5,5,Grey,1.4,"£6,495","51,327 ",n/a, 74.3 ,Manual,89 ,2,16-11-2021
Vauxhall,Insignia i SRi Nav,2016,Hatchback,5,5,Red,1.4,"£8,495","50,151 ",Petrol, 50.4 ,Manual,138 ,2,16-11-2021
Audi,A3 TDI S line,2014,Hatchback,5,5,Red,2.0,"£14,995","49,176 ",n/a, 67.3 ,Manual,148 ,2,16-11-2021
Kia,Rio EcoDynamics 2,2014,Hatchback,3,5,White,1.4,"£5,995","38,892 ",Petrol, 53.3 ,Manual,107 ,4,16-11-2021
Skoda,Fabia TSI SE L,2015,Hatchback,5,5,Yellow,1.2,"£9,995","47,496 ",Petrol, 60.1 ,Automatic,109 ,2,16-11-2021
Fiat,Tipo MultiJetII Easy Plus,2018,Hatchback,5,5,White,1.6,"£10,995","13,549 ",n/a, 76.4 ,Manual,118 ,1,16-11-2021
Renault,Trafic dCi ENERGY 28 Business+,2019,n/a,n/a,5,White,2.0,"£17,495 ","26,035 ",n/a, 39.8 ,Manual,120 ,3,16-11-2021
Volvo,V40 T2 Momentum,2018,Hatchback,5,5,Silver,2.0,"£13,995","41,242 ",Petrol, 39.8 ,Manual,121 ,2,16-11-2021
BMW,4 Series 420d M Sport,2017,Coupe,2,4,White,2.0,"£21,995","49,972 ",n/a, 60.1 ,Automatic,188 ,3,16-11-2021
Audi,A4 Avant TDI S line,2016,Estate,5,5,Blue,2.0,"£16,495","64,852 ",n/a, 67.3 ,Manual,148 ,1,16-11-2021
Fiat,500 POP 3-Door,2013,Hatchback,3,4,Red,1.2,"£3,295","91,000 ",Petrol, 55.4 ,Manual,69 ,1,16-11-2021
Renault,Clio I-MUSIC 3-Door,2012,Hatchback,3,5,Silver,1.1,"£2,495","92,000 ",Petrol, 48.7 ,Manual,75 ,3,16-11-2021
Peugeot,Partner BlueHDi Professional L1,2018,n/a,n/a,3,White,1.6,"£9,995 ","40,071 ",n/a, 65.7 ,Manual,100 ,1,16-11-2021
